X,Y,incident_id,agency,incident_address,zip_code,priority,callcode,calldescription,category,call_timestamp,precinct_sca,respondingunit,officerinitiated,intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime,neighborhood,block_id,council_district,longitude,latitude,oid
-83.1886200389999,42.394545486,201626401128,DPD ,Lyndon St & Hubbell St,48227,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:53:20+00,22A ,,Yes,0.0,0.0,0.0,0.0,25.6,25.6,Hubbell-Lyndon,261635378002007.0,1.0,-83.188620039173,42.3945454859891,361
-83.2286937229999,42.3594449780001,201626401129,DPD ,Piedmont St & Dover St,48228,2,352520,BURGLARY OCCUPANT AWAY I/P,HI2IP   ,2016/09/20 17:53:25+00,67B ,,No,1.8,309.5,9.7,321.9,7.9,329.8,Franklin Park,261635467003002.0,7.0,-83.2286937233158,42.3594449776038,362
-83.1260651269999,42.388961862,201626401131,DPD ,W Buena Vista St & Wildemere St,48238,3,817035,SCHOOL CROSSING,XING    ,2016/09/20 17:53:37+00,103A,,No,2.4,113.4,22.8,138.8,34.5,173.2,Dexter-Linwood,261635315001006.0,5.0,-83.1260651274016,42.3889618618995,363
-83.020927802,42.430401266,201626401132,DPD ,Veach St & E Hildale St,48234,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 17:53:58+00,115B,,No,1.9,239.8,13.1,254.8,35.2,290.0,Mount Olivet,261635051005000.0,3.0,-83.0209278019384,42.4304012658333,364
-82.918522364,42.416238295,201626401135,DPD ,Canyon Ave & Chandler Park Dr,48224,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 17:52:59+00,0505,,No,1.2,276.9,14.5,292.7,27.0,319.7,Cornerstone Village,261635016002015.0,4.0,-82.9185223636327,42.4162382953771,365
-83.146206722,42.3607141630001,201626401138,DPD ,Dover St & Central St,48204,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:55:35+00,29A ,DFK5111,Yes,0.0,0.0,0.0,0.0,8.1,8.1,Midwest,261635345002018.0,6.0,-83.1462067217686,42.3607141626061,366
-83.2154636609999,42.3651642930001,201626401139,DPD ,W Chicago St & Archdale St,48227,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:56:09+00,68B ,DKX0725,Yes,0.0,0.0,0.0,0.0,10.4,10.4,Joy Community,261635453002002.0,7.0,-83.2154636605506,42.3651642933834,367
-83.151978696,42.434946725,201626401141,DPD ,Greenlawn St & W Outer Dr,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 17:56:59+00,123A,,Yes,0.0,0.0,0.0,0.0,77.7,77.7,Bagley,261635389003009.0,2.0,-83.1519786959773,42.4349467251045,368
-83.2442699869999,42.3861288850001,201626401143,DPD ,Braile St & Schoolcraft St,     ,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 17:56:47+00,63B ,,No,2.2,123.2,,,,127.1,Brightmoor,261635439002000.0,1.0,-83.2442699871621,42.3861288853264,369
-82.915039662,42.419015691,201626401144,DPD ,Chandler Park Dr & Moross Rd,48236,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 17:58:42+00,0505,,No,2.3,,,,,,Cornerstone Village,261635016002003.0,4.0,-82.915039661767,42.4190156911897,370
-83.2002349109999,42.387014306,201626401146,DPD ,Montrose St & Schoolcraft St,48227,2,352520,BURGLARY OCCUPANT AWAY I/P,HI2IP   ,2016/09/20 17:59:05+00,814B,,No,3.0,320.5,5.9,349.5,9.8,359.3,Greenfield-Grand River,261635424001006.0,1.0,-83.2002349106662,42.3870143060221,371
-83.194048604,42.3654434050001,201626401147,DPD ,W Chicago St & Sussex,48228,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 18:00:45+00,0207,,Yes,0.0,0.0,0.0,0.0,29.7,29.7,Plymouth-Hubbell,261635353003005.0,7.0,-83.1940486037618,42.3654434045905,372
-83.146206722,42.3607141630001,201626401151,DPD ,Dover St & Central St,48204,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:03:18+00,29A ,,Yes,0.0,0.0,0.0,0.0,,,Midwest,261635345002018.0,6.0,-83.1462067217686,42.3607141626061,373
-83.058081342,42.336311816,201626401152,DPD ,W Columbia St & 2nd St,48201,3,825030,DISTURBANCE,DISTURB ,2016/09/20 18:01:51+00,0311,,No,1.5,3.3,6.1,11.5,400.7,412.2,Downtown,261635207001026.0,6.0,-83.0580813424328,42.3363118162304,374
-83.198127728,42.416032784,201626401153,DPD ,Prest St & W McNichols Rd,48235,3,381030,MALICIOUS DESTRUCTION I/P,MDPIP   ,2016/09/20 18:03:02+00,1206,,No,2.6,485.8,23.8,512.7,12.0,524.7,Winship,261635395004017.0,1.0,-83.1981277283661,42.4160327839472,375
-83.131669011,42.3603566680001,201626401154,DPD ,Northfield St & S Martindale St,48204,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 18:05:01+00,106A,,No,5.1,234.0,5.5,244.7,13.6,258.3,Midwest,261635335002011.0,6.0,-83.1316690112432,42.3603566675023,376
-82.9568476589999,42.394209414,201626401157,DPD ,E Forest Ave & Marlborough St,48215,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:05:25+00,53B ,,No,1.6,105.4,6.9,114.0,26.0,139.9,Fox Creek,261635124002005.0,4.0,-82.9568476592459,42.3942094136442,377
-83.1431332989999,42.443673914,201626401159,DPD ,Stoepel St & Norfolk St,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:05:37+00,123B,,Yes,0.0,0.0,0.0,0.0,47.0,47.0,Garden Homes,261635390001008.0,2.0,-83.1431332986423,42.4436739139978,378
-83.080676551,42.381239226,201626401162,DPD ,Woodward Ave & Hazelwood St,48202,3,852030,MENTAL NOT VIOLENT,MENTPPRS,2016/09/20 18:06:46+00,0303,,No,1.8,235.0,14.5,252.0,27.3,279.3,Piety Hill,261635324001001.0,5.0,-83.08067655065,42.3812392264426,379
-83.119603768,42.389418596,201626401165,DPD ,Linwood St & Leslie St,48238,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:07:56+00,103B,,No,1.8,255.6,8.4,266.6,36.5,303.2,Dexter-Linwood,261635318002005.0,5.0,-83.1196037684595,42.3894185961409,380
-83.2315659069999,42.33955444,201626401167,DPD ,Minock St & Whitlock St,48228,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:08:27+00,612A,,Yes,0.0,0.0,0.0,0.0,24.4,24.4,Warrendale,261635458004004.0,7.0,-83.2315659074063,42.3395544397514,381
-83.11563699,42.383670555,201626401171,DPD ,Tuxedo St & Linwood St,48206,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 18:09:20+00,105A,,No,2.8,268.7,4.2,275.9,3.8,279.7,Dexter-Linwood,261635313001004.0,5.0,-83.1156369895988,42.3836705547092,382
-83.257864097,42.4187522510001,201626401173,DPD ,Lahser Rd & Santa Clara Ave,48219,3,386035,NARCOTICS I/P,NARCIP  ,2016/09/20 18:08:25+00,86C ,,No,1.0,,,,,,Holcomb Community,261635412003002.0,1.0,-83.2578640968514,42.418752250795,383
-82.942382844,42.4253040190001,201626401174,DPD ,Somerset Ave & Casino St,48224,5,376050,INVESTIGATE AUTO,INVAUTO ,2016/09/20 18:10:18+00,0907,,No,1.5,,,,,,Moross-Morang,261635007001008.0,4.0,-82.9423828435063,42.425304019098,384
-83.2813729279999,42.419267416,201626401176,DPD ,Lenore Ave & Bennett St,48219,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 18:11:09+00,85B ,,No,1.8,328.6,15.2,348.0,3.2,351.2,The Eye,261635413002023.0,1.0,-83.2813729279932,42.419267415671,385
-83.214700326,42.437329753,201626401177,DPD ,Lindsay St & Pembroke Ave,48235,1,802010,HOLD UP ALARM AND MOW,HOLDUP  ,2016/09/20 18:12:01+00,0804,,No,2.5,23.7,12.7,40.2,24.9,65.1,Greenfield,261635401004008.0,2.0,-83.2147003263059,42.4373297526843,386
-83.239837458,42.3670634850001,201626401178,DPD ,Orangelawn St & Stout St,48228,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 18:10:15+00,66B ,,No,3.2,"1,931.0",4.9,"1,939.5",23.6,"1,963.1",Franklin Park,261635465001002.0,7.0,-83.2398374584405,42.3670634851562,387
-83.1586814189999,42.427800597,201626401180,DPD ,Margareta St & Indiana St,48221,3,W8530 ,ASSIST CITIZEN,ASTCITZ ,2016/09/20 18:12:15+00,128A,,Yes,0.0,0.0,0.0,0.0,38.9,38.9,Bagley,261635386005009.0,2.0,-83.1586814185351,42.4278005966772,388
-83.2193117739999,42.40110745,201626401183,DPD ,Grand River Ave & Fenkell St,48223,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 18:12:57+00,811A,,No,0.4,70.5,,,,73.0,Rosedale Park,261635429002003.0,1.0,-83.2193117736409,42.4011074504967,389
-82.920700515,42.419475317,201626401184,DPD ,Canyon Ave & Rolandale St,48236,3,825032,SQUATTER DISTURBANCE,SQDISTB ,2016/09/20 18:11:53+00,0505,,No,1.0,,,,,,Cornerstone Village,261635015003020.0,4.0,-82.9207005146523,42.4194753166237,390
-83.0588622289999,42.3363787160001,201626401185,DPD ,N I 75 Service Drive & Grand River Ave,48201,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:14:10+00,0311,,No,4.1,87.9,13.5,105.6,52.7,158.3,Downtown,261635207001028.0,6.0,-83.0588622294995,42.3363787162716,391
-82.94599557,42.392002249,201626401190,DPD ,Barham St & Bremen St,48224,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 18:17:22+00,56A ,,No,2.0,14.9,8.1,25.3,183.1,208.4,Morningside,261635020001014.0,4.0,-82.9459955700485,42.3920022488534,392
-83.2223081449999,42.3865883810001,201626401194,DPD ,Schoolcraft St & Faust Ave,48223,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 18:18:27+00,64B ,,No,1.6,253.8,5.4,261.8,21.9,283.7,Schoolcraft Southfield,261635427001031.0,1.0,-83.2223081449399,42.3865883808238,393
-82.940961557,42.402000489,201626401197,DPD ,Bedford St & E Warren Ave,48224,3,381030,MALICIOUS DESTRUCTION I/P,MDPIP   ,2016/09/20 18:20:00+00,54B ,,No,2.1,,,,,,Morningside,261635018002005.0,4.0,-82.9409615570853,42.4020004891368,394
-83.0809580809999,42.334700796,201626401199,DPD ,Temple St & 16th St,48216,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 18:19:42+00,0310,DMD2045,Yes,0.0,0.0,0.0,0.0,52.8,52.8,North Corktown,261635215002031.0,6.0,-83.0809580809511,42.3347007957516,395
-83.0260714629999,42.336778558,201626401203,DPD ,E Jefferson Ave & Saint Aubin St,48207,3,852030,MENTAL NOT VIOLENT,MENTPPRS,2016/09/20 18:23:02+00,0709,,No,1.7,"1,019.3",14.8,"1,035.8",29.4,"1,065.2",Elmwood Park,261635166001008.0,5.0,-83.0260714632184,42.3367785583642,396
-83.057425482,42.331669516,201626401206,DPD ,Michigan Ave & 3rd St,48226,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:22:06+00,0311,BDR3153,Yes,0.0,0.0,0.0,0.0,19.2,19.2,Downtown,261635208001006.0,6.0,-83.0574254822828,42.3316695160443,397
-83.111560213,42.3003668800001,201626401208,DPD ,,     ,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 18:24:32+00,    ,,Yes,0.0,0.0,0.0,0.0,31.5,31.6,,,,-83.1115602131719,42.3003668801043,398
-83.1995924509999,42.4231635400001,201626401213,DPD ,Greenfield Rd & Curtis St,48235,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:26:00+00,88B ,ARG580,Yes,0.0,0.0,0.0,0.0,8.4,8.4,Winship,261635395004004.0,2.0,-83.1995924505084,42.42316354018,399
-83.202610984,42.3916878900001,201626401218,DPD ,Prevost St & Acacia St,48227,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 18:27:57+00,814B,,No,3.5,73.7,11.8,90.4,40.6,130.9,Greenfield-Grand River,261635424002000.0,1.0,-83.2026109839469,42.3916878902152,400
-82.991359694,42.438407764,201626401224,DPD ,Pinewood St & Fairport St,48205,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 18:29:37+00,0901,,No,1.4,-1.0,0.0,16.3,24.7,41.0,Pulaski,261635033002006.0,3.0,-82.9913596938603,42.4384077642365,401
-83.026269978,42.3467000680001,201626401229,DPD ,Chene St & Chene Ct,48207,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 18:31:22+00,0709,,No,0.0,67.7,10.8,78.4,23.4,101.9,Elmwood Park,261635169001004.0,5.0,-83.0262699778494,42.3467000682805,402
-83.111560213,42.3003668800001,201626401233,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:31:52+00,    ,BMK8122,Yes,0.0,0.0,0.0,0.0,11.4,11.4,,,,-83.1115602131719,42.3003668801043,403
-83.246345294,42.3763162170001,201626401234,DPD ,Capitol St & Burt Rd,48228,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 18:32:34+00,63A ,,Yes,0.0,0.0,0.0,0.0,68.7,68.7,Weatherby,261635464002004.0,7.0,-83.2463452937263,42.3763162170323,404
-82.9675715449999,42.3985432600001,201626401235,DPD ,Chandler Park Dr & Coplin St,48213,4,372040,UDAA REPORT,UDAAREPT,2016/09/20 18:32:20+00,53A ,,No,0.7,,,,,,Chandler Park,261635121002017.0,4.0,-82.9675715446636,42.3985432596349,405
-83.218661793,42.3650258800001,201626401237,DPD ,Fitzpatrick St & W Chicago St,48228,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:33:28+00,67B ,AVJ478,Yes,0.0,0.0,0.0,0.0,32.5,32.5,Franklin Park,261635467001001.0,7.0,-83.2186617925374,42.3650258802524,406
-83.081674537,42.3335815230001,201626401242,DPD ,17th St & Perry St,48216,2,313010,DEAD PERSON OBSERVED,OOBVDEAD,2016/09/20 18:32:50+00,0310,,No,1.5,53.0,11.6,69.6,18.3,87.9,North Corktown,261635215002017.0,6.0,-83.0816745367057,42.3335815228212,407
-83.0676238,42.353034865,201626401247,DPD ,2nd Ave & W Forest Ave,48201,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 18:35:18+00,39A ,,No,1.0,22.2,0.0,23.6,148.2,171.8,Midtown,261635203001001.0,6.0,-83.0676237997037,42.3530348654861,408
-83.197117498,42.3605450740001,201626401249,DPD ,Greenfield Rd & Ellis St,48228,2,343020,FELONIOUS ASSAULT JH,FA JH   ,2016/09/20 18:35:38+00,0207,,No,5.4,123.2,8.0,137.5,171.4,308.9,We Care Community,261635354001011.0,7.0,-83.1971174977784,42.3605450738141,409
-83.135757503,42.268433739,201626401255,DPD ,W Jefferson Ave & Chestnut St,48218,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:35:29+00,    ,DDP6857,Yes,0.0,0.0,0.0,0.0,20.5,20.5,,261635792004012.0,,-83.1357575034565,42.2684337394152,410
-83.07664442,42.447115008,201626401256,DPD ,Mackay St & 8 Mile Rd,48234,3,825030,DISTURBANCE,DISTURB ,2016/09/20 18:35:32+00,112A,,No,1.3,,,,,,Butler,261635068001002.0,3.0,-83.0766444200813,42.4471150083991,411
-82.933447744,42.4263276620001,201626401257,DPD ,Moross Rd & Duprey St,     ,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 18:37:07+00,0907,,No,2.0,7.6,5.8,15.6,62.6,78.2,Moross-Morang,261635008001015.0,4.0,-82.9334477439156,42.4263276617231,412
-83.0247491329999,42.448167036,201626401260,DPD ,Van Dyke St & 8 Mile Rd,48234,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 18:36:51+00,115A, ,No,2.4,193.8,4.1,200.2,8.4,208.6,Conner Creek,261635051001008.0,3.0,-83.0247491328441,42.4481670361851,413
-83.010438415,42.360117437,201626401263,DPD ,Charlevoix St & E Grand Blvd,48207,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:39:37+00,78B ,,No,2.5,57.7,0.1,61.0,56.6,117.6,Islandview,261635152001009.0,5.0,-83.0104384149051,42.3601174370823,414
-83.06593007,42.422076023,201626401270,DPD ,Jerome St & Conant St,48212,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 18:42:22+00,117B,,No,0.0,1.0,,,,,Davison,261635064002007.0,3.0,-83.0659300703108,42.4220760225365,415
-83.06593007,42.422076023,201626401272,DPD ,Jerome St & Conant St,48212,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 18:42:54+00,117B,,No,0.0,4.7,0.0,5.1,116.9,122.1,Davison,261635064002007.0,3.0,-83.0659300703108,42.4220760225365,416
-83.234968566,42.369513952,201626401275,DPD ,Plainview Ave & Elmira St,48228,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:41:59+00,67A ,,No,,,,,,,Franklin Park,261635468004003.0,7.0,-83.2349685662762,42.3695139519528,417
-83.0350686959999,42.3768532770001,201626401276,DPD ,Medbury St & Ellery St,48211,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 18:43:45+00,74A ,,No,1.7,58.2,,,,103.2,Poletown East,261635185001012.0,5.0,-83.0350686963224,42.3768532770654,418
-83.076212918,42.407672468,201626401277,DPD ,Dequindre St & Lawley St,48203,3,353030,BURGLARY OTHER,HI3     ,2016/09/20 18:44:08+00,1110,,No,1.7,460.0,,,,474.3,Campau/Banglatown,261635105001027.0,3.0,-83.0762129183095,42.4076724676098,419
-83.2332297849999,42.350378263,201626401281,DPD ,Auburn St & Tireman St,48228,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 18:45:14+00,610C,,No,0.0,245.5,7.0,252.6,27.4,279.9,Warrendale,261635459004001.0,7.0,-83.2332297851569,42.3503782626544,420
-82.94321747,42.3804485540001,201626401282,DPD ,Alter Rd & Kercheval St,48215,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:45:56+00,510B,,No,2.0,63.7,7.4,73.2,38.3,111.5,Riverbend,261635129001001.0,4.0,-82.9432174697337,42.3804485536449,421
-83.074735592,42.372412146,201626401283,DPD ,Woodward Ave & E Bethune St,48202,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 18:45:48+00,0302,,No,2.0,0.9,0.4,4.0,9.4,13.4,North End,261635119001016.0,5.0,-83.0747355924606,42.3724121457704,422
-83.1139421089999,42.3812637550001,201626401286,DPD ,Linwood St & Lawrence St,48206,3,814035,PARKING COMPLAINT,PARK    ,2016/09/20 18:46:06+00,105A,,No,2.9,924.8,4.2,931.9,30.5,962.4,Dexter-Linwood,261635314001004.0,5.0,-83.1139421094066,42.3812637548972,423
-83.0564153029999,42.3490695790001,201626401289,DPD ,Brady St & John R St,48201,3,814035,PARKING COMPLAINT,PARK    ,2016/09/20 18:46:45+00,39B ,,No,4.0,2.8,0.0,15.6,6.3,21.9,Midtown,261635175002011.0,6.0,-83.056415302759,42.3490695790105,424
-83.111560213,42.3003668800001,201626401290,DPD ,,     ,3,845030,HOLDING PERSON,HOLDPERS,2016/09/20 18:49:03+00,    ,,No,3.5,,,,,,,,,-83.1115602131719,42.3003668801043,425
-83.1873897689999,42.4308188100001,201626401292,DPD ,James Couzens Fwy & W 7 Mile Rd,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:50:04+00,1206,DLY4732,Yes,0.0,0.0,0.0,0.0,38.4,38.4,Winship,261635396002002.0,2.0,-83.1873897692437,42.4308188104363,426
-83.2394109799999,42.3520852010001,201626401293,DPD ,Stout St & Belton Ave,48228,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 18:49:19+00,69B ,,No,3.8,238.7,6.0,248.6,41.7,290.3,Warrendale,261635461004006.0,7.0,-83.2394109803514,42.3520852010256,427
-83.079063409,42.3718139540001,201626401295,DPD ,Bethune Ct & Pallister St,48202,1,802010,HOLD UP ALARM AND MOW,HOLDUP  ,2016/09/20 18:52:50+00,0303,,No,1.4,12.7,17.6,32.2,22.2,54.4,New Center Commons,261635339003002.0,5.0,-83.0790634086011,42.3718139537711,428
-82.940468599,42.39403043,201626401297,DPD ,Berkshire St & Bremen St,48224,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 18:54:11+00,56A ,,No,1.8,245.8,,,,270.6,Morningside,261635019003001.0,4.0,-82.9404685989997,42.394030430489,429
-83.111560213,42.3003668800001,201626401298,DPD ,,     ,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 18:53:04+00,    ,DLP1590,Yes,0.0,0.0,0.0,0.0,19.7,19.8,,,,-83.1115602131719,42.3003668801043,430
-83.184959524,42.4116404660001,201626401300,DPD ,Florence St & Ardmore St,48235,3,342030,"SHOTS J/H, EVIDENCE, REPT",SHOTS JH,2016/09/20 18:53:26+00,0201, ,No,3.3,18.4,4.5,26.2,267.4,293.6,Hubbell-Puritan,261635376002007.0,1.0,-83.18495952367,42.4116404660524,431
-83.177728424,42.3658010390001,201626401302,DPD ,W Chicago St & Schaefer Hwy,48227,3,825030,DISTURBANCE,DISTURB ,2016/09/20 18:55:19+00,28A ,,No,2.8,434.3,0.8,438.3,34.2,472.5,Plymouth-Hubbell,261635351002016.0,7.0,-83.1777284239733,42.365801039321,432
-83.1744773039999,42.394928043,201626401308,DPD ,Lyndon St & Cheyenne St,48227,4,361040,LARCENY REPORT,LARCREPT,2016/09/20 18:58:02+00,0203,,No,,,,,,,Bethune Community,261635371001003.0,2.0,-83.1744773041159,42.3949280434324,433
-83.1348592959999,42.3060144020001,201626401311,DPD ,Woodmere St & Woodmere,48209,3,825030,DISTURBANCE,DISTURB ,2016/09/20 18:58:59+00,0408,,No,3.1,102.7,29.1,136.4,18.9,155.2,Springwells,261635242006001.0,6.0,-83.1348592955746,42.30601440162,434
-83.1555906089999,42.3589385540001,201626401313,DPD ,Indiana St & Joy Rd,48204,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 18:57:35+00,0210,,No,1.0,577.3,10.1,587.2,32.7,619.9,Barton-McFarland,261635347003001.0,7.0,-83.1555906093097,42.3589385544865,435
-83.111560213,42.3003668800001,201626401317,DPD ,,     ,1,346030,KIDNAPPING REPORT,KIDNAPRP,2016/09/20 19:01:36+00,    ,,No,,,,,,,,,,-83.1115602131719,42.3003668801043,436
-83.111560213,42.3003668800001,201626401320,DPD ,,     ,1,8430  ,KIDNAPPING,KIDNAP  ,2016/09/20 19:03:25+00,    ,,No,,,,,,,,,,-83.1115602131719,42.3003668801043,437
-83.2408124199999,42.4060329050001,201626401321,DPD ,Kentfield St & Pilgrim St,48223,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 19:03:55+00,810B,,No,4.8,,,,,,Brightmoor,261635434001006.0,1.0,-83.2408124204138,42.4060329047557,438
-83.250979114,42.413838518,201626401327,DPD ,Westbrook St & Grand River Ave,48219,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 19:07:01+00,810A,S,No,3.2,275.0,18.7,297.0,16.8,313.8,Miller Grove,261635432002001.0,1.0,-83.2509791135346,42.4138385178924,439
-83.1487661579999,42.354311441,201626401329,DPD ,Greenlawn St & Belton St,48204,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 19:07:06+00,0210,,No,2.0,,,,,,Barton-McFarland,261635346002005.0,6.0,-83.1487661579553,42.3543114408641,440
-82.9586501919999,42.449133858,201626401332,DPD ,Carlisle St & Rex St,48205,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 19:07:19+00,0903,,No,2.4,26.0,7.4,35.9,59.5,95.4,Regent Park,261635002001005.0,3.0,-82.9586501917276,42.4491338575067,441
-83.220296654,42.365003121,201626401339,DPD ,Penrod St & W Chicago St,48228,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:10:59+00,67B , ,Yes,0.0,0.0,0.0,0.0,8.6,8.6,Franklin Park,261635467001002.0,7.0,-83.2202966535701,42.3650031208332,442
-83.043713732,42.334426686,201626401340,DPD ,Brush St & Monroe St,48226,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 19:11:23+00,0312,,No,0.0,,,,,,Greektown,261635172001039.0,5.0,-83.0437137323468,42.3344266859937,443
-83.167932605,42.3660063080001,201626401346,DPD ,Meyers Rd & W Chicago St,48228,3,825030,DISTURBANCE,DISTURB ,2016/09/20 19:13:53+00,28A ,,No,2.0,414.5,5.0,422.1,32.0,454.2,Barton-McFarland,261635357002003.0,7.0,-83.1679326053964,42.3660063078569,444
-83.0046967009999,42.4344344690001,201626401347,DPD ,E 7 Mile Rd & Hoover St,48234,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 19:12:41+00,0904,,No,2.9,,,,,,Von Steuben,261635035005007.0,3.0,-83.0046967011307,42.4344344686079,445
-83.1485199649999,42.406216978,201626401349,DPD ,Turner St & Midland St,48238,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 19:15:55+00,121B,,No,1.1,215.2,12.4,228.8,36.8,265.6,Fitzgerald/Marygrove,261635363003010.0,2.0,-83.1485199653277,42.4062169781052,446
-83.111961938,42.3617787970001,201626401351,DPD ,Montgomery St & Dexter Ave,48206,3,361030,LARCENY I/P OR J/H,LARCENY ,2016/09/20 19:15:41+00,107A,,No,2.6,"1,103.6",8.2,"1,114.4",33.0,"1,147.4",Wildemere Park,261635333002006.0,5.0,-83.111961937859,42.3617787966083,447
-83.2113900269999,42.424747048,201626401352,DPD ,Biltmore St & Pickford St,48235,3,353030,BURGLARY OTHER,HI3     ,2016/09/20 19:17:18+00,88A ,,No,2.5,,,,,,College Park,261635403003003.0,2.0,-83.2113900273916,42.4247470481778,448
-83.0809580809999,42.334700796,201626401353,DPD ,Temple St & 16th St,48216,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 19:17:52+00,0310,,No,,,,,,,North Corktown,261635215002029.0,6.0,-83.0809580809511,42.3347007957516,449
-83.002481455,42.3509828470001,201626401359,DPD ,Field St & E Lafayette St,48214,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:20:11+00,0711,CNL9900,Yes,0.0,0.0,0.0,0.0,4.1,4.1,Islandview,261635153002003.0,5.0,-83.0024814551152,42.3509828472057,450
-83.1275887579999,42.3171618200001,201626401364,DPD ,Dix St & Central St,48209,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 19:22:17+00,0407,,No,0.8,3.0,6.1,9.9,33.6,43.5,Springwells,261635240001009.0,6.0,-83.1275887577173,42.3171618200031,451
-83.216900574,42.363239622,201626401366,DPD ,S M 39 Service Drive & Westfield St,48124,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:23:32+00,67B , ,Yes,0.0,0.0,0.0,0.0,19.9,19.9,Franklin Park,261635467001011.0,7.0,-83.2169005743857,42.3632396216393,452
-82.985167486,42.4237599430001,201626401371,DPD ,Alcoy St & Gratiot Ave,48205,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:23:48+00,96C ,CNX0586,Yes,0.0,0.0,0.0,0.0,14.5,14.5,Mapleridge,261635004004006.0,4.0,-82.9851674859057,42.4237599427879,453
-83.190551092,42.4415416100001,201626401372,DPD ,Hubbell St & Trojan St,48235,3,825030,DISTURBANCE,DISTURB ,2016/09/20 19:23:51+00,1201,,No,2.2,"1,071.7",7.3,"1,081.9",32.6,"1,114.5",Schaefer 7/8 Lodge,261635392003008.0,2.0,-83.1905510923145,42.4415416101289,454
