X,Y,incident_id,agency,incident_address,zip_code,priority,callcode,calldescription,category,call_timestamp,precinct_sca,respondingunit,officerinitiated,intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime,neighborhood,block_id,council_district,longitude,latitude,oid
-83.2442619989999,42.4436280740001,201626400572,DPD ,Stout St & 8 Mile Rd,48219,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 14:27:52+00,82B ,,No,1.2,,,,,,Evergreen Lahser 7/8,261635409001007.0,1.0,-83.2442619985756,42.4436280735552,175
-83.206033168,42.339920556,201626400576,DPD ,Whitlock St & Asbury Park,48228,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 14:28:19+00,612A, ,No,1.4,53.1,8.2,62.7,20.7,83.4,Warren Ave Community,261635456003000.0,7.0,-83.2060331680088,42.339920555973,176
-83.0732736529999,42.35788151,201626400578,DPD ,Anthony Wayne Dr & Kirby St,48202,3,814035,PARKING COMPLAINT,PARK    ,2016/09/20 14:30:00+00,36B ,,No,0.0,0.0,,,,0.3,Wayne State,261635202002015.0,6.0,-83.0732736528816,42.3578815097585,177
-83.017584638,42.4341030860001,201626400580,DPD ,E 7 Mile Rd & Antwerp St,48234,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 14:32:11+00,115B,,No,1.9,119.4,13.9,135.2,17.0,152.2,Mount Olivet,261635049004014.0,3.0,-83.0175846376183,42.4341030855403,178
-83.069323083,42.3494981700001,201626400582,DPD ,Calumet St & 4th St,48201,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 14:33:09+00,39B ,,No,2.1,1.4,2.7,6.5,3.3,9.8,Midtown,261635204001006.0,6.0,-83.0693230828144,42.3494981696472,179
-83.2297984319999,42.35582699,201626400586,DPD ,Grandville Ave & Van Buren Ave,48228,2,862020,VICIOUS ANIMAL,VICANML ,2016/09/20 14:33:21+00,610A,,Yes,0.0,0.0,0.0,0.0,183.7,183.7,Warrendale,261635460005001.0,7.0,-83.2297984316968,42.355826990376,180
-83.234734133,42.357599012,201626400589,DPD ,Plainview Ave & Joy Rd,48228,3,361030,LARCENY I/P OR J/H,LARCENY ,2016/09/20 14:34:44+00,610A,,No,1.9,163.0,7.5,172.7,63.3,236.0,Warrendale,261635460003002.0,7.0,-83.2347341332325,42.3575990124559,181
-83.1100274999999,42.358903147,201626400594,DPD ,Dexter Ave & Northwestern St,48206,3,825030,DISTURBANCE,DISTURB ,2016/09/20 14:35:54+00,107A,,No,1.6,285.4,3.4,290.5,22.7,313.2,Wildemere Park,261635333002013.0,5.0,-83.1100275002749,42.3589031470053,182
-82.9781957229999,42.4460198360001,201626400595,DPD ,Anvil St & Bringard Dr,48205,1,352010,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,2016/09/20 14:37:51+00,92A ,,No,1.8,3.8,14.5,21.0,15.7,36.7,Mohican Regent,261635031001020.0,3.0,-82.9781957230572,42.446019836323,183
-83.045640282,42.3346988850001,201626400599,DPD ,Gratiot Ave & Broadway St,48226,1,802010,HOLD UP ALARM AND MOW,HOLDUP  ,2016/09/20 14:38:25+00,0312,,No,1.1,10.3,0.0,11.5,15.4,26.9,Downtown,261635172002057.0,6.0,-83.0456402821576,42.3346988849904,184
-83.127600466,42.36966678,201626400611,DPD ,Broadstreet Ave & Kay St,48204,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 14:39:28+00,104B,,No,0.0,10.0,4.1,14.2,114.4,128.6,Nardin Park,261635309002007.0,7.0,-83.1276004657862,42.3696667801206,185
-83.240725352,42.3793285400001,201626400619,DPD ,Stout St & Fullerton St,48223,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 14:42:18+00,63B ,,No,0.9,,,,,,Brightmoor,261635439002022.0,1.0,-83.2407253518694,42.3793285395561,186
-83.0887550469999,42.4327068000001,201626400627,DPD ,E 7 Mile Rd & Hull St,48203,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 14:42:47+00,1101,,No,0.0,3.2,2.9,6.2,67.2,73.4,Hawthorne Park,261635073002000.0,3.0,-83.0887550469134,42.4327067999106,187
-83.111560213,42.3003668800001,201626400630,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 14:43:35+00,    , ,Yes,0.0,0.0,0.0,0.0,15.2,15.2,,,,-83.1115602131719,42.3003668801043,188
-83.0732736529999,42.35788151,201626400631,DPD ,Anthony Wayne Dr & Kirby St,48202,3,814035,PARKING COMPLAINT,PARK    ,2016/09/20 14:45:32+00,36B ,,No,0.0,0.0,0.0,0.4,1.4,1.8,Wayne State,261635202002015.0,6.0,-83.0732736528816,42.3578815097585,189
-83.144028844,42.4413075200001,201626400634,DPD ,Chippewa St & Santa Rosa Dr,48221,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 14:46:50+00,123B,,No,4.3,2.0,3.3,9.7,23.7,33.4,Garden Homes,261635390001009.0,2.0,-83.1440288438141,42.4413075201789,190
-82.936603503,42.4276140490001,201626400646,DPD ,Worden St & Moross Rd,48224,3,825030,DISTURBANCE,DISTURB ,2016/09/20 14:50:37+00,0907,,No,2.9,174.4,19.4,197.2,13.8,211.0,Moross-Morang,261635008002005.0,4.0,-82.936603503334,42.4276140487615,191
-83.2469245789999,42.3956535240001,201626400649,DPD ,Eaton St & Burt Rd,48223,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 14:51:25+00,0602,,No,1.9,73.6,8.7,84.4,23.8,108.3,Brightmoor,261635436003018.0,1.0,-83.2469245791678,42.3956535242905,192
-83.1653891239999,42.3610626830001,201626400651,DPD ,Ellis St & Pinehurst St,48204,3,873035,RUBBISH LITTERING I/P,LITTER  ,2016/09/20 14:51:54+00,28B ,,No,2.6,,,,,,Barton-McFarland,261635357002007.0,7.0,-83.1653891237253,42.3610626826536,193
-83.180127756,42.3657471820001,201626400652,DPD ,Decatur St & W Chicago St,48227,1,341010,SHOOTING/CUTTING/PENT WOUND,GSWCUT  ,2016/09/20 14:50:08+00,0207,,No,0.5,23.4,12.9,58.3,97.2,155.5,Plymouth-Hubbell,261635351002007.0,7.0,-83.1801277559907,42.3657471815818,194
-83.038712176,42.343592465,201626400654,DPD ,Russell St & Gratiot Ave,48207,3,825030,DISTURBANCE,DISTURB ,2016/09/20 14:52:33+00,0709,,No,1.7,10.4,0.0,12.1,72.8,84.9,Lafayette Park,261635170001015.0,5.0,-83.038712176074,42.3435924646051,195
-82.950808738,42.416009554,201626400657,DPD ,Whittier St & Nottingham Rd,48224,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 14:52:16+00,0907,,Yes,0.0,0.0,0.0,0.0,142.2,142.2,Yorkshire Woods,261635010001013.0,4.0,-82.9508087384456,42.4160095536377,196
-83.136005927,42.382083906,201626400659,DPD ,Fullerton St & Broadstreet Ave,48204,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 14:54:40+00,102B,,No,1.4,73.5,5.5,80.5,37.4,117.9,Russell Woods,261635305002011.0,7.0,-83.1360059273939,42.3820839063342,197
-83.2377117889999,42.339456569,201626400661,DPD ,Heyden St & Whitlock St,48228,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 14:53:03+00,612A,,No,1.4,14.6,,,,23.4,Warrendale,261635458003001.0,7.0,-83.2377117893322,42.3394565687755,198
-83.198426081,42.3942809590001,201626400662,DPD ,Lyndon St & Greenfield Rd,48227,3,825030,DISTURBANCE,DISTURB ,2016/09/20 14:55:06+00,814A,,No,3.2,152.6,14.8,170.6,17.2,187.9,Grand River-St Marys,261635423002007.0,1.0,-83.1984260806861,42.3942809589156,199
-83.141754663,42.441347036,201626400664,DPD ,Chippewa St & Livernois Ave,48221,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 14:55:22+00,123B,DHS0758,Yes,0.0,0.0,0.0,0.0,107.4,107.4,Green Acres,261635381001015.0,2.0,-83.1417546630064,42.4413470363655,200
-83.244264911,42.429450419,201626400665,DPD ,Fielding St & W 7 Mile Rd,48219,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 14:54:00+00,82D ,,No,1.9,102.2,,,,115.1,Holcomb Community,261635411001004.0,1.0,-83.2442649110981,42.4294504192355,201
-83.198426081,42.3942809590001,201626400666,DPD ,Lyndon St & Greenfield Rd,48227,1,802010,HOLD UP ALARM AND MOW,HOLDUP  ,2016/09/20 14:56:29+00,814A, ,No,2.6,4.6,14.5,21.9,17.5,39.4,Grand River-St Marys,261635423002007.0,1.0,-83.1984260806861,42.3942809589156,202
-83.123384862,42.367992943,201626400668,DPD ,Otsego St & Joy Rd,48204,1,802010,HOLD UP ALARM AND MOW,HOLDUP  ,2016/09/20 14:54:50+00,104B,,No,1.4,2.2,0.5,4.1,23.7,27.7,Nardin Park,261635309002008.0,7.0,-83.1233848621876,42.3679929434999,203
-83.0425149609999,42.4190822630001,201626400675,DPD ,Mound Rd & E McNichols Rd,     ,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 14:56:43+00,111B, ,No,2.3,608.3,9.6,620.5,10.4,630.8,Davison,261635113002003.0,3.0,-83.0425149613349,42.4190822630239,204
-83.164418048,42.3689540980001,201626400677,DPD ,Mendota St & Orangelawn St,48204,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 14:59:21+00,28B , ,No,2.0,414.8,2.9,419.7,27.9,447.6,Barton-McFarland,261635344001006.0,7.0,-83.1644180475665,42.368954098183,205
-83.229450463,42.346891407,201626400678,DPD ,Grandville Ave & Sawyer St,48228,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 14:59:59+00,610C,,No,1.2,,,,,,Warrendale,261635459003001.0,7.0,-83.2294504627447,42.3468914067135,206
-83.1827819069999,42.4292047710001,201626400679,DPD ,Clarita St & Lesure St,48235,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 15:00:19+00,1201,,No,1.6,26.6,14.4,42.6,40.1,82.7,Tri-Point,261635394003007.0,2.0,-83.1827819068544,42.4292047711874,207
-82.996225925,42.3532601800001,201626400692,DPD ,Van Dyke St & E Lafayette St,48214,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 15:04:30+00,0711,,No,1.8,5.5,19.1,27.1,23.3,50.4,West Village,261635153001008.0,5.0,-82.9962259246509,42.353260179609,208
-83.1396654609999,42.422619852,201626400694,DPD ,Thatcher St & Warrington Dr,48221,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 15:04:48+00,129A,,No,2.8,115.0,8.4,126.3,27.9,154.2,University District,261635384003006.0,2.0,-83.1396654610815,42.4226198522764,209
-82.96890959,42.4435576710001,201626400695,DPD ,Queen St & Rossini Dr,48205,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 15:05:08+00,92B ,,No,2.6,22.4,13.3,38.2,22.5,60.8,Regent Park,261635002003004.0,3.0,-82.9689095899327,42.4435576706523,210
-83.2080889439999,42.419499434,201626400696,DPD ,W Outer Dr & Murray Hill St,48235,3,825030,DISTURBANCE,DISTURB ,2016/09/20 15:05:31+00,88B ,,No,1.4,177.8,9.3,188.7,35.3,224.0,College Park,261635404003004.0,2.0,-83.2080889440579,42.4194994339108,211
-83.1919290819999,42.367976368,201626400701,DPD ,Orangelawn St & Robson St,48227,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 15:07:21+00,0207,,No,2.1,35.1,27.6,65.1,30.8,95.9,Plymouth-Hubbell,261635353004005.0,7.0,-83.191929081561,42.3679763683263,212
-83.1728118349999,42.425803882,201626400703,DPD ,Pickford St & Steel St,48235,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 15:09:27+00,127A,388380,Yes,0.0,0.0,0.0,0.0,260.8,260.8,Schulze,261635394001014.0,2.0,-83.1728118345427,42.425803881516,213
-83.0511353749999,42.429774922,201626400707,DPD ,E Hildale St & Keystone St,48234,3,353030,BURGLARY OTHER,HI3     ,2016/09/20 15:09:36+00,118A,,No,2.9,628.9,5.1,637.0,7.1,644.1,Krainz Woods,261635065003009.0,3.0,-83.0511353749927,42.4297749215939,214
-83.090768429,42.3132160440001,201626400708,DPD ,N I 75 Service Drive & Clark St,48209,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 15:11:47+00,0414,GY49M,Yes,0.0,0.0,0.0,0.0,17.2,17.2,West Side Industrial,261635250002005.0,6.0,-83.0907684289985,42.3132160439965,215
-83.0659949399999,42.3548248450001,201626400714,DPD ,W Hancock St & Cass Ave,48201,3,818030,AID MOTORIST / CHILD LOCKED IN,AIDMOTR ,2016/09/20 15:13:36+00,39A ,,No,3.0,-0.3,3.1,6.9,13.8,20.6,Midtown,261635202001007.0,6.0,-83.0659949399545,42.354824844956,216
-83.042740736,42.422655805,201626400716,DPD ,E Davison St & Mound Rd,     ,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 15:12:27+00,119C, ,No,1.6,639.1,4.6,647.3,2.6,649.9,Davison,261635064001011.0,3.0,-83.0427407360389,42.4226558047126,217
-83.1176356459999,42.3701577630001,201626400719,DPD ,Dexter Ave & Joy Rd,48206,3,825030,DISTURBANCE,DISTURB ,2016/09/20 15:12:57+00,107A,,No,1.6,181.5,4.7,187.8,30.1,217.9,Jamison,261635332002000.0,5.0,-83.1176356456651,42.3701577626222,218
-83.1193749289999,42.3695015010001,201626400722,DPD ,Joy Rd & McQuade St,48206,2,804020,PANIC / DURESS ALARM,PANIC   ,2016/09/20 15:16:00+00,104B,,No,1.5,107.2,0.0,109.1,103.3,212.4,Nardin Park,261635309002012.0,,-83.1193749290556,42.3695015010846,219
-83.191641504,42.3072806970001,201626400726,DPD ,Middlebury & Adams,48120, ,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 15:17:22+00,    ,,No,1.9,,,,,,,261635742022012.0,,-83.1916415042924,42.3072806968497,220
-83.18923735,42.4090632470001,201626400730,DPD ,Puritan St & Hubbell St,48227,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 15:19:33+00,0201,,No,2.9,51.9,5.3,60.3,55.2,115.4,Hubbell-Puritan,261635376001000.0,1.0,-83.1892373499186,42.4090632466316,221
-83.069951142,42.365159174,201626400739,DPD ,Harper Ave & Woodward Ave,48202,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 15:23:04+00,36A ,,No,3.9,0.5,1.1,6.3,17.9,24.2,Medbury Park,261635119001042.0,5.0,-83.0699511421502,42.3651591743738,222
-83.052411852,42.349717873,201626400742,DPD ,Mack Ave & Beaubien St,48201,3,872035,RECOVERED / FOUND PROPERTY,RECPROP ,2016/09/20 15:21:53+00,0312,,No,1.6,197.1,35.5,272.7,111.8,384.4,Medical Center,261635175003013.0,5.0,-83.0524118518334,42.3497178725548,223
-83.02265103,42.3382534610001,201626400751,DPD ,Chene St & E Jefferson Ave,48207,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 15:26:48+00,710A,,No,2.4,62.8,16.7,81.9,5.0,86.9,Rivertown,261635165001023.0,5.0,-83.0226510299466,42.3382534611989,224
-83.111560213,42.3003668800001,201626400758,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 15:26:46+00,    ,,Yes,0.0,0.0,0.0,0.0,37.4,37.4,,,,-83.1115602131719,42.3003668801043,225
-83.227704831,42.371541795,201626400759,DPD ,Warwick St & Fitzpatrick St,48228,3,845030,HOLDING PERSON,HOLDPERS,2016/09/20 15:29:35+00,67A ,,No,12.1,,,,,,Franklin Park,261635468003007.0,7.0,-83.2277048312082,42.3715417953835,226
-83.0965485039999,42.432420694,201626400761,DPD ,Omira St & E 7 Mile Rd,48203,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 15:31:27+00,1106,,No,0.0,3.3,27.4,30.8,14.3,45.1,Greenfield Park,261635078002002.0,3.0,-83.096548504211,42.4324206940587,227
-83.0609553529999,42.4331854420001,201626400769,DPD ,E 7 Mile Rd & Sunset St,48234,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 15:31:26+00,118A,OLMG95,Yes,0.0,0.0,0.0,0.0,27.0,27.0,Krainz Woods,261635070002001.0,3.0,-83.0609553526438,42.4331854420529,228
-83.070835301,42.4175926240001,201626400771,DPD ,Gaylord St & Reynolds St,48212,2,313010,DEAD PERSON OBSERVED,OOBVDEAD,2016/09/20 15:33:30+00,1110,,No,1.4,20.9,12.3,34.8,,,North Campau,261635104001011.0,3.0,-83.0708353005939,42.4175926235586,229
-83.138806538,42.3686729410001,201626400777,DPD ,Grand River Ave & Livernois Ave,48204,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 15:35:30+00,29A ,,No,0.0,22.3,0.0,22.4,30.5,53.0,Nardin Park,261635308002017.0,7.0,-83.1388065380308,42.368672940694,230
-83.270959164,42.3810305150001,201626400780,DPD ,Virgil St & Glendale St,48223,3,825030,DISTURBANCE,DISTURB ,2016/09/20 15:34:33+00,63A ,,No,2.1,528.9,9.4,540.5,58.4,598.9,Castle Rouge,261635440002031.0,1.0,-83.2709591636459,42.381030514546,231
-82.938582504,42.4069867700001,201626400785,DPD ,Southampton St & E Outer Dr,48224,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 15:37:43+00,54B ,,Yes,0.0,0.0,0.0,0.0,14.4,14.4,East English Village,261635014003006.0,4.0,-82.9385825043332,42.4069867700887,232
-83.156868327,42.3628251800001,201626400786,DPD ,Kentucky St & Oakman Blvd,48204, ,352010,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,2016/09/20 15:39:53+00,29A ,,No,7.1,,,,,,Barton-McFarland,261635347004018.0,7.0,-83.1568683272449,42.3628251799218,233
-83.240007007,42.3718778520001,201626400789,DPD ,Stout St & Plymouth Rd,48228,3,825030,DISTURBANCE,DISTURB ,2016/09/20 15:38:59+00,63B , ,No,2.2,"1,034.2",6.0,"1,042.6",25.0,"1,067.5",Weatherby,261635464002007.0,7.0,-83.2400070065294,42.3718778524571,234
-83.1848614959999,42.420227647,201626400790,DPD ,Ardmore St & W Outer Dr,48235,1,852010,MENTAL VIOLENT - ARMED,MNTLARM ,2016/09/20 15:41:06+00,1206,,No,1.2,-1.1,12.8,16.3,32.5,48.8,Winship,261635395002013.0,2.0,-83.1848614963511,42.4202276468241,235
-82.978234086,42.446912255,201626400793,DPD ,Anvil St & Edmore Dr,48205,3,374030,RECOVER AUTO,RECAUTO ,2016/09/20 15:42:38+00,92A ,,No,1.8,,,,,,Mohican Regent,261635031001011.0,3.0,-82.9782340862215,42.4469122549027,236
-83.102595155,42.439534419,201626400794,DPD ,W State Fair St & E State Fair St,48203,3,825030,DISTURBANCE,DISTURB ,2016/09/20 15:41:42+00,1205,,No,3.2,624.2,26.3,653.7,13.0,666.7,Nolan,261635081002003.0,3.0,-83.1025951554595,42.4395344192691,237
-83.177997469,42.373046005,201626400795,DPD ,Plymouth Rd & Schaefer Hwy,48227,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 15:43:25+00,28A ,,No,1.8,19.6,2.5,24.5,14.4,38.9,Plymouth-Hubbell,261635351002003.0,7.0,-83.1779974690896,42.3730460050434,238
-82.965936669,42.446303544,201626400796,DPD ,Bringard Dr & Hayes St,48205,3,843031,WELL BEING CHECK,WBC     ,2016/09/20 15:44:28+00,0903, ,No,3.8,"1,315.8",4.6,"1,325.5",54.0,"1,379.5",Regent Park,261635002004007.0,3.0,-82.9659366692164,42.4463035444297,239
-83.0629987189999,42.3547514800001,201626400804,DPD ,Woodward Ave & W Forest Ave,48201,3,814035,PARKING COMPLAINT,PARK    ,2016/09/20 15:47:46+00,39A ,,No,1.9,2.2,4.8,9.6,5.3,15.0,Midtown,261635175002004.0,6.0,-83.0629987192322,42.3547514803589,240
-83.104993803,42.4177649800001,201626400810,DPD ,Woodward Service Drive & W McNichols Rd,48203,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 15:49:05+00,1205,,No,2.0,264.0,5.2,272.6,81.5,354.1,,261635530001011.0,2.0,-83.1049938029131,42.4177649801563,241
-82.961930126,42.3846310610001,201626400822,DPD ,Mack Ave & Dickerson St,48215,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 15:54:15+00,510A,,Yes,0.0,0.0,0.0,0.0,26.2,26.2,Riverbend,261635126003002.0,4.0,-82.9619301256195,42.3846310605868,242
-83.111560213,42.3003668800001,201626400823,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 15:54:17+00,    ,,Yes,0.0,0.0,0.0,0.0,29.9,29.9,,,,-83.1115602131719,42.3003668801043,243
-83.07304365,42.357955152,201626400827,DPD ,Kirby St & Anthony Wayne Dr,48202,3,W4812 ,BUILDING CHECK,BLDGCHK ,2016/09/20 15:56:25+00,36B ,,Yes,0.0,0.0,0.0,0.0,13.8,13.8,Wayne State,261635202002014.0,6.0,-83.0730436495612,42.3579551522497,244
-83.1039842769999,42.3879901220001,201626400831,DPD ,Tuxedo St & Woodrow Wilson St,48206,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 15:56:47+00,105A,,No,2.9,102.4,4.0,109.9,16.9,126.7,Dexter-Linwood,261635319002012.0,5.0,-83.1039842767517,42.3879901222845,245
-83.1994035449999,42.365343867,201626400833,DPD ,Montrose St & W Chicago St,48227,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 15:59:25+00,68A ,,Yes,0.0,0.0,0.0,0.0,340.5,340.5,Joy Community,261635453001001.0,7.0,-83.1994035450807,42.3653438665515,246
-83.15171176,42.3311016530001,201626400835,DPD ,McGraw St & Addison St,48210,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 15:59:59+00,0401,,Yes,0.0,0.0,0.0,0.0,25.0,25.0,Claytown,261635261002007.0,6.0,-83.151711759934,42.3311016528497,247
-82.996225925,42.3532601800001,201626400841,DPD ,Van Dyke St & E Lafayette St,48214,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 16:02:03+00,0711,,No,1.7,37.5,11.5,50.3,8.8,59.0,West Village,261635153001008.0,5.0,-82.9962259246509,42.353260179609,248
-82.973792885,42.419160805,201626400842,DPD ,Flanders St & Chalmers St,48205,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 16:02:13+00,99B ,,No,2.7,,,,,,Outer Drive-Hayes,261635041001003.0,4.0,-82.9737928854526,42.4191608050726,249
-83.2733094659999,42.378906892,201626400843,DPD ,Riverview St & Fullerton St,48223,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 16:02:47+00,63A ,,Yes,0.0,0.0,0.0,0.0,107.6,107.6,Castle Rouge,261635440001000.0,1.0,-83.2733094658542,42.3789068920906,250
-83.079951207,42.3517083680001,201626400845,DPD ,W Warren Ave & Commonwealth St,48208,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 16:03:31+00,38B ,,Yes,0.0,0.0,0.0,0.0,66.3,66.3,Woodbridge,261635219003022.0,6.0,-83.0799512074685,42.3517083680668,251
-83.064040499,42.3650074010001,201626400846,DPD ,Hendrie St & Brush St,48202,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:02:32+00,36B ,7LPT05,Yes,0.0,0.0,0.0,0.0,9.1,9.1,Cultural Center,261635180002019.0,5.0,-83.064040499143,42.36500740129,252
-83.174938874,42.41663213,201626400852,DPD ,Ward St & W McNichols Rd,48235,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 16:06:50+00,1210,,No,1.1,,,,,,Harmony Village,261635369003006.0,2.0,-83.1749388738761,42.4166321296365,253
-83.06530687,42.429765774,201626400853,DPD ,Wexford St & E Hildale St,48234,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 16:05:27+00,117A,DTA2540,Yes,0.0,0.0,0.0,0.0,107.8,107.8,Conant Gardens,261635070002015.0,3.0,-83.0653068695298,42.4297657741178,254
-82.939007002,42.420029222,201626400855,DPD ,Merlin St & Cadieux Rd,48224,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 16:09:06+00,0907,,No,1.4,,,,,,Yorkshire Woods,261635009001013.0,4.0,-82.9390070020212,42.4200292221434,255
-82.989084659,42.4253016370001,201626400856,DPD ,Joann St & E McNichols Rd,48205,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 16:07:22+00,95B ,,No,5.4,1.4,1.5,8.4,5.6,14.0,Gratiot-Findlay,261635054002004.0,4.0,-82.9890846590405,42.4253016372572,256
-83.111560213,42.3003668800001,201626400857,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 16:08:00+00,    ,,Yes,0.0,0.0,0.0,0.0,29.6,29.6,,,,-83.1115602131719,42.3003668801043,257
-82.95030953,42.367003541,201626400860,DPD ,Freud St & Dickerson St,48215,1,342010,SHOTS FIRED IP,SHOTS IP,2016/09/20 16:13:36+00,0512,,No,2.0,5.1,25.9,34.9,516.5,551.4,Jefferson Chalmers,261635137003000.0,4.0,-82.9503095303057,42.3670035405232,258
-83.005801165,42.432611696,201626400862,DPD ,Eastwood St & Albion St,48234,3,843031,WELL BEING CHECK,WBC     ,2016/09/20 16:13:32+00,0904,,No,2.7,"1,295.3",26.4,"1,324.4",4.8,"1,329.1",Von Steuben,261635049001001.0,3.0,-83.0058011653096,42.4326116958003,259
-83.111560213,42.3003668800001,201626400863,DPD ,,     ,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 16:14:04+00,    ,,Yes,0.0,0.0,0.0,0.0,5.7,5.7,,,,-83.1115602131719,42.3003668801043,260
-83.024140691,42.364578345,201626400865,DPD ,Superior St & Gratiot Ave,48207,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:15:01+00,77A ,,No,1.0,205.6,7.3,214.9,34.2,249.1,McDougall-Hunt,261635186002004.0,5.0,-83.0241406907157,42.3645783449247,261
-83.21277571,42.430203928,201626400867,DPD ,W 7 Mile Rd & Gilchrist St,48235,5,PKCB  ,CALL BACK DESK,PKCB    ,2016/09/20 16:15:01+00,88A ,,No,2.4,,,,,,College Park,261635403005005.0,2.0,-83.2127757102464,42.4302039281047,262
-83.07304365,42.357955152,201626400868,DPD ,Kirby St & Anthony Wayne Dr,48202,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 16:14:47+00,36B ,,No,2.9,0.5,4.8,9.0,36.0,45.0,Wayne State,261635202002014.0,6.0,-83.0730436495612,42.3579551522497,263
-83.200940136,42.3381252090001,201626400871,DPD ,Radcliffe St & Rutherford St,48126,3,825030,DISTURBANCE,DISTURB ,2016/09/20 16:17:22+00,612A,<UNKNOWN>,No,2.2,"1,008.5",10.0,"1,020.7",18.5,"1,039.1",Warren Ave Community,261635456002004.0,7.0,-83.2009401356574,42.3381252089247,264
-83.019351899,42.3887908610001,201626400874,DPD ,Harper Ave & Maxwell Ave,48213, ,400   ,HAZARD CONDITIONS NO FIRE,HAZCOND ,2016/09/20 16:18:57+00,0701,,No,2.8,,,,,,Airport Sub,261635047001011.0,3.0,-83.0193518990355,42.3887908606682,265
-82.953741671,42.3705161610001,201626400880,DPD ,Dickerson St & E Jefferson Ave,48215,1,343010,FELONIOUS ASSAULT IP,FA IP   ,2016/09/20 16:19:26+00,0512,,No,4.4,,,,,,Jefferson Chalmers,261635137002002.0,4.0,-82.9537416705588,42.3705161612674,266
